,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries
1501,bb38465f-0f3d-4e99-9b9f-bcabbbcec3e9,RANKED_SOLO_5x5,DIAMOND,II,Hx2AYhwX0ABqCz1EOjgr5Xhjqfpw6p1fMa9hy2YGWhU2tOA,Unexpected,0,10,13,False,False,False,True,
1502,f2923e8a-239c-47f7-b7ec-666f7d3ea287,RANKED_SOLO_5x5,DIAMOND,II,C22-pzLbVWHEEZYC0JS9kokcJ4_7unnw4BhurboDohvAviM,Airtom,86,76,73,False,False,False,False,
1503,d92220d3-784a-47ec-b2ae-fdf8f919f636,RANKED_SOLO_5x5,DIAMOND,II,On5BzKKTF6trHnwcVn2nTgOp4d_j8odBJaoc3QeSYmEVF4A,Pet Cherry,0,52,41,False,False,False,False,
1504,792e47f6-b2b4-4061-a43c-3a31d7ea493f,RANKED_SOLO_5x5,DIAMOND,II,k6KHBp_1Pi4z8VMNWlukrdKpQeOgWXhMouz_wwrdJsPuKFY,FIý,23,87,91,False,False,False,False,
1505,792e47f6-b2b4-4061-a43c-3a31d7ea493f,RANKED_SOLO_5x5,DIAMOND,II,5yXDCxdmHZ0IlXd3DuUiWSw7_fJhkFz9fvjWtV3glyKGGQg,Jozpur,67,134,124,False,False,False,False,
1506,03ac6da7-64c7-4d67-931b-c5aa5ae10e11,RANKED_SOLO_5x5,DIAMOND,II,c9HM4wpObbp1HdoWlr5idBDwgG3JgIPIZLOBHNBvwe7rxcI,NłGHTMARE,31,203,186,False,False,False,False,
1507,d2b28269-c76c-40e4-8dc7-270888788477,RANKED_SOLO_5x5,DIAMOND,II,L506Fiq1z61AJpArph8LRFfgQhk4z40KHMuGMcdImpS4JFk,Devil deGrey,96,849,860,False,False,False,False,
1508,48e3599c-f306-46e1-abca-fec0036e32f7,RANKED_SOLO_5x5,DIAMOND,II,Q8-xIUKADxb4Jo8HxQxvdSypXdtUmtuNjF1J4v0wk-btVLY,I need warm hugs,15,307,321,False,False,False,False,
1509,21da1537-7fe8-4ece-890c-1f2bd46bb602,RANKED_SOLO_5x5,DIAMOND,II,l5metZxiLV6aydOLgnIHlY93XulTnuE0nImP18-r4Od0f8I,Viet JungIer,75,156,125,False,False,False,False,
1510,792e47f6-b2b4-4061-a43c-3a31d7ea493f,RANKED_SOLO_5x5,DIAMOND,II,0DyR85DEHFDBQD3RvpQxUFL4exZ9q_cEfktZPkpjVNo7lSs,Cytosine,70,360,364,False,False,False,False,
1511,426f6d80-b661-4d4c-a85a-436bb493ed97,RANKED_SOLO_5x5,DIAMOND,II,_Kmvo9BCy980aidIFnCxToaLuVmUxmHl0lugtpscnI4EHqw,princess tiny,70,117,110,False,False,False,False,
